ID;Nombre;Apellido;Edad;Email;Teléfono;Ciudad;Dirección;Fecha_Nacimiento;Género;Estado_Civil;Ingresos;Score_Crédito
404;Nombre_403;Apellido_3;30;user403@mail.com;3140886212;Cartagena;###;1981-08-21 00:00:00;X;Casado;15009801;-50
405;Nombre_404;Apellido_4;49;user404@mail.com;3116601133;Medellín;Calle 404 # 4-4;1963-10-06 00:00:00;M;Soltero;3604085;1000
406;Nombre_405;Apellido_5;87;email_mal_formado;3172996165;;Calle 405 # 5-5;1956-02-12 00:00:00;F;Soltero;5225114;200
407;Nombre_406;Apellido_6;91;user406@mail.com;3171392895;Cali;Calle 406 # 6-6;1930-04-22 00:00:00;;Casado;507419;200
408;Nombre_407;Apellido_7;126;user407@mail.com;;;Calle 407 # 7-7;1967-02-13 00:00:00;F;Soltero;3157018;
409;;Apellido_8;;user408@mail.com;3184018111;Medellín;Calle 408 # 8-8;1956-11-02 00:00:00;X;Casado;22159052;1000
410;Nombre_409;Apellido_9;128;user409@mail.com;3168898525;Cartagena;Calle 409 # 9-9;1967-03-20 00:00:00;;Casado;24115290;-50
411;Nombre_410;Apellido_10;71;user410@mail.com;3153803567;Medellín;Calle 410 # 10-10;2014-01-09 00:00:00;;;22092779;200
411;Nombre_410;Apellido_10;65;user410@mail.com;3153803567;Medellín;Calle 411 # 11-11;1938-06-02 00:00:00;;Casado;22092779;
413;Nombre_412;Apellido_12;-4;user412@mail.com;3119404468;;Calle 412 # 12-12;1996-06-14 00:00:00;X;???;27509543;0
414;Nombre_413;Apellido_13;64;user413@mail.com;3132563753;Bogotá;Calle 413 # 13-13;1959-02-26 00:00:00;M;;955456;-50
415;Nombre_414;Apellido_14;54;email_mal_formado;3182548141;Medellín;Calle 414 # 14-14;1983-03-19 00:00:00;F;Soltero;14223530;0
416;Nombre_415;Apellido_15;102;user415@mail.com;3122230232;Medellín;Calle 415 # 15-15;2023-11-24 00:00:00;F;;16736030;850
417;Nombre_416;Apellido_16;95;user416@mail.com;3177862707;;###;1987-09-09 00:00:00;F;Soltero;487866;-50
418;Nombre_417;Apellido_17;45;user417@mail.com;3158164556;Cartagena;Calle 417 # 17-17;1989-10-01 00:00:00;;???;9885773;850
419;Nombre_418;Apellido_18;54;user418@mail.com;;Bogotá;Calle 418 # 18-18;1990-02-20 00:00:00;M;Soltero;8427915;
420;Nombre_419;Apellido_19;105;user419@mail.com;3197563855;Medellín;Calle 419 # 19-19;1945-11-18 00:00:00;;Casado;27910417;
421;;Apellido_20;131;user420@mail.com;3196440075;Cartagena;Calle 420 # 20-20;1960-01-01 00:00:00;F;Casado;12344738;
421;;Apellido_20;122;user420@mail.com;3196440075;Cartagena;Calle 421 # 21-21;1986-09-12 00:00:00;F;Soltero;12344738;
423;Nombre_422;Apellido_22;34;user422@mail.com;3186076994;Medellín;Calle 422 # 22-22;1936-02-13 00:00:00;;???;12300952;-50
424;Nombre_423;Apellido_23;103;email_mal_formado;3132524292;Bogotá;Calle 423 # 23-23;1979-11-25 00:00:00;;Casado;26065590;0
425;Nombre_424;Apellido_24;117;user424@mail.com;3147517572;;Calle 424 # 24-24;2031-12-19 00:00:00;X;???;11193193;850
426;Nombre_425;Apellido_25;;user425@mail.com;3125160712;Cartagena;Calle 425 # 25-25;1957-04-02 00:00:00;;;29577881;
427;Nombre_426;Apellido_26;135;user426@mail.com;3124734171;Cartagena;Calle 426 # 26-26;1938-07-06 00:00:00;;;-855497;
428;Nombre_427;Apellido_27;14;user427@mail.com;3184171377;;Calle 427 # 27-27;2000-05-16 00:00:00;F;;10500043;200
429;Nombre_428;Apellido_28;91;user428@mail.com;3199206565;Medellín;Calle 428 # 28-28;2010-02-11 00:00:00;M;Soltero;23881813;200
430;Nombre_429;Apellido_29;146;user429@mail.com;;;###;1957-03-30 00:00:00;X;Soltero;16533378;
431;Nombre_430;Apellido_30;136;user430@mail.com;3153097088;Bogotá;Calle 430 # 30-30;1963-07-30 00:00:00;F;Soltero;28757963;850
431;Nombre_430;Apellido_30;138;user430@mail.com;3153097088;Bogotá;Calle 431 # 31-31;2005-05-04 00:00:00;M;Soltero;28757963;200
433;;Apellido_32;7;email_mal_formado;3163205976;Bogotá;Calle 432 # 32-32;2013-09-07 00:00:00;X;Casado;14405587;1000
434;Nombre_433;Apellido_33;57;user433@mail.com;3124846239;;Calle 433 # 33-33;2017-08-14 00:00:00;F;???;-1860945;
435;Nombre_434;Apellido_34;85;user434@mail.com;3115965142;Cali;Calle 434 # 34-34;2019-10-03 00:00:00;M;Casado;20325295;850
436;Nombre_435;Apellido_35;71;user435@mail.com;3165784786;;Calle 435 # 35-35;2002-04-10 00:00:00;M;Soltero;11721988;-50
437;Nombre_436;Apellido_36;39;user436@mail.com;3153348576;;Calle 436 # 36-36;1972-06-26 00:00:00;;???;7895037;-50
438;Nombre_437;Apellido_37;149;user437@mail.com;3134183457;Cartagena;Calle 437 # 37-37;1943-05-09 00:00:00;M;Casado;2686548;
439;Nombre_438;Apellido_38;149;user438@mail.com;3177581498;Medellín;Calle 438 # 38-38;1994-01-25 00:00:00;F;;14447886;850
440;Nombre_439;Apellido_39;13;user439@mail.com;3162093289;Cartagena;Calle 439 # 39-39;2009-02-12 00:00:00;F;???;29122397;1000
441;Nombre_440;Apellido_40;53;user440@mail.com;;Bogotá;Calle 440 # 40-40;1979-07-24 00:00:00;X;???;29305857;1000
441;Nombre_440;Apellido_40;134;user440@mail.com;;Bogotá;Calle 441 # 41-41;1954-10-10 00:00:00;F;;29305857;850
443;Nombre_442;Apellido_42;;user442@mail.com;3118963232;Medellín;###;2002-08-27 00:00:00;F;Casado;28060313;
444;Nombre_443;Apellido_43;131;user443@mail.com;3137766584;Medellín;Calle 443 # 43-43;1953-04-05 00:00:00;;Soltero;532782;1000
445;;Apellido_44;54;user444@mail.com;3193031382;Bogotá;Calle 444 # 44-44;2026-02-25 00:00:00;X;;3688226;
446;Nombre_445;Apellido_45;131;user445@mail.com;3131199281;Cartagena;Calle 445 # 45-45;1973-10-10 00:00:00;;???;24620736;0
447;Nombre_446;Apellido_46;24;user446@mail.com;3135648198;;Calle 446 # 46-46;1996-05-05 00:00:00;M;Casado;1596536;-50
448;Nombre_447;Apellido_47;111;user447@mail.com;3196560751;;Calle 447 # 47-47;1954-01-01 00:00:00;F;???;5026139;0
449;Nombre_448;Apellido_48;84;user448@mail.com;3181974911;Medellín;Calle 448 # 48-48;1963-05-28 00:00:00;M;Casado;25217100;0
450;Nombre_449;Apellido_49;61;user449@mail.com;3121324065;Cartagena;Calle 449 # 49-49;1927-11-21 00:00:00;X;Casado;343175;850
451;Nombre_450;Apellido_50;-6;email_mal_formado;3171868571;;Calle 450 # 0-50;1947-08-01 00:00:00;F;;4121313;200
451;Nombre_450;Apellido_50;73;email_mal_formado;3171868571;;Calle 451 # 1-51;2009-08-04 00:00:00;X;;4121313;200
453;Nombre_452;Apellido_52;135;user452@mail.com;3185392389;;Calle 452 # 2-52;2019-01-21 00:00:00;M;;6206215;850
454;Nombre_453;Apellido_53;38;user453@mail.com;3139402286;Medellín;Calle 453 # 3-53;2001-06-10 00:00:00;;Casado;-801742;
455;Nombre_454;Apellido_54;47;user454@mail.com;3161399369;Cali;Calle 454 # 4-54;2022-11-28 00:00:00;M;Casado;5026069;0
456;Nombre_455;Apellido_55;65;user455@mail.com;3198084711;;###;1937-05-24 00:00:00;;Casado;17915000;850
457;;Apellido_56;4;user456@mail.com;3185406007;Cali;Calle 456 # 6-56;1959-03-19 00:00:00;F;???;3803405;
458;Nombre_457;Apellido_57;54;user457@mail.com;3159550569;Medellín;Calle 457 # 7-57;2027-10-07 00:00:00;F;;26772002;
459;Nombre_458;Apellido_58;138;user458@mail.com;3184679861;;Calle 458 # 8-58;2019-08-28 00:00:00;M;Soltero;27593860;-50
460;Nombre_459;Apellido_59;;email_mal_formado;3136458410;Bogotá;Calle 459 # 9-59;1949-09-20 00:00:00;M;;3969997;200
461;Nombre_460;Apellido_60;-20;user460@mail.com;3114701361;Cali;Calle 460 # 10-60;2031-01-04 00:00:00;;Soltero;-144699;1000
461;Nombre_460;Apellido_60;16;user460@mail.com;3114701361;Cali;Calle 461 # 11-61;2015-05-08 00:00:00;;;-144699;200
463;Nombre_462;Apellido_62;79;user462@mail.com;;;Calle 462 # 12-62;2006-06-22 00:00:00;;Soltero;29156577;0
464;Nombre_463;Apellido_63;129;user463@mail.com;3125785864;Bogotá;Calle 463 # 13-63;1970-07-02 00:00:00;F;???;7196864;1000
465;Nombre_464;Apellido_64;116;user464@mail.com;3165038691;;Calle 464 # 14-64;1932-01-02 00:00:00;M;???;19188967;-50
466;Nombre_465;Apellido_65;60;user465@mail.com;3162286392;Medellín;Calle 465 # 15-65;2011-11-27 00:00:00;;Soltero;6407714;0
467;Nombre_466;Apellido_66;110;user466@mail.com;3151697442;;Calle 466 # 16-66;1972-01-25 00:00:00;M;;7546251;200
468;Nombre_467;Apellido_67;52;user467@mail.com;3155232998;Cartagena;Calle 467 # 17-67;1951-07-11 00:00:00;M;???;8688379;1000
469;;Apellido_68;-18;email_mal_formado;3182601901;Bogotá;###;1985-10-01 00:00:00;F;Soltero;10877049;850
470;Nombre_469;Apellido_69;96;user469@mail.com;3174372072;Cartagena;Calle 469 # 19-69;2008-06-29 00:00:00;;;20466561;-50
471;Nombre_470;Apellido_70;13;user470@mail.com;3151104308;Medellín;Calle 470 # 20-70;2002-02-03 00:00:00;;???;13159983;0
471;Nombre_470;Apellido_70;-12;user470@mail.com;3151104308;Medellín;Calle 471 # 21-71;1984-09-12 00:00:00;X;Casado;13159983;1000
473;Nombre_472;Apellido_72;-13;user472@mail.com;3157256416;;Calle 472 # 22-72;2009-10-28 00:00:00;;???;5246825;
474;Nombre_473;Apellido_73;28;user473@mail.com;;Cartagena;Calle 473 # 23-73;2015-09-29 00:00:00;;;18225161;1000
475;Nombre_474;Apellido_74;84;user474@mail.com;3193716167;;Calle 474 # 24-74;1985-08-07 00:00:00;F;???;6432768;200
476;Nombre_475;Apellido_75;80;user475@mail.com;3118508500;Cali;Calle 475 # 25-75;2028-09-13 00:00:00;;;27512246;
477;Nombre_476;Apellido_76;;user476@mail.com;3112170882;Cali;Calle 476 # 26-76;2003-06-20 00:00:00;M;Soltero;-1688230;200
478;Nombre_477;Apellido_77;136;email_mal_formado;3112284403;Cartagena;Calle 477 # 27-77;2018-04-17 00:00:00;M;Casado;28150640;200
479;Nombre_478;Apellido_78;11;user478@mail.com;3136167707;;Calle 478 # 28-78;2012-05-05 00:00:00;X;;20239274;850
480;Nombre_479;Apellido_79;139;user479@mail.com;3169317317;Cali;Calle 479 # 29-79;2025-07-03 00:00:00;F;Soltero;1469479;-50
481;;Apellido_0;38;user480@mail.com;3138614099;;Calle 480 # 30-80;2026-08-11 00:00:00;X;Soltero;10162359;850
481;;Apellido_0;103;user480@mail.com;3138614099;;###;1944-04-05 00:00:00;X;???;10162359;200
483;Nombre_482;Apellido_2;147;user482@mail.com;3190768704;Cali;Calle 482 # 32-82;1990-02-09 00:00:00;M;???;9134693;0
484;Nombre_483;Apellido_3;109;user483@mail.com;3133486550;Cartagena;Calle 483 # 33-83;1968-02-10 00:00:00;F;Casado;4968014;0
485;Nombre_484;Apellido_4;113;user484@mail.com;;Medellín;Calle 484 # 34-84;1932-04-21 00:00:00;;Soltero;4214468;850
486;Nombre_485;Apellido_5;67;user485@mail.com;3162472392;Cali;Calle 485 # 35-85;1995-07-13 00:00:00;X;???;29651669;
487;Nombre_486;Apellido_6;13;email_mal_formado;3127581654;;Calle 486 # 36-86;2003-06-16 00:00:00;F;Soltero;-248450;
488;Nombre_487;Apellido_7;129;user487@mail.com;3175134047;;Calle 487 # 37-87;2029-02-19 00:00:00;X;Casado;6559508;1000
489;Nombre_488;Apellido_8;-13;user488@mail.com;3172822604;;Calle 488 # 38-88;1988-12-22 00:00:00;X;Soltero;9200724;1000
490;Nombre_489;Apellido_9;73;user489@mail.com;3188975877;Medellín;Calle 489 # 39-89;2012-08-18 00:00:00;X;???;22766720;0
491;Nombre_490;Apellido_10;73;user490@mail.com;3119754194;Medellín;Calle 490 # 40-90;1931-03-24 00:00:00;M;;8493999;0
491;Nombre_490;Apellido_10;9;user490@mail.com;3119754194;Medellín;Calle 491 # 41-91;1928-03-18 00:00:00;;???;8493999;0
493;;Apellido_12;123;user492@mail.com;3157774137;Cali;Calle 492 # 42-92;1927-09-17 00:00:00;M;Soltero;-1157782;1000
494;Nombre_493;Apellido_13;;user493@mail.com;3121712187;Bogotá;Calle 493 # 43-93;1949-04-26 00:00:00;X;Soltero;20014628;1000
495;Nombre_494;Apellido_14;28;user494@mail.com;3149933923;Medellín;###;1976-10-23 00:00:00;;Casado;15987415;
496;Nombre_495;Apellido_15;57;email_mal_formado;;Cartagena;Calle 495 # 45-95;2006-02-09 00:00:00;F;;15106776;850
497;Nombre_496;Apellido_16;68;user496@mail.com;3171441225;;Calle 496 # 46-96;1952-08-12 00:00:00;X;Casado;22589141;-50
498;Nombre_497;Apellido_17;0;user497@mail.com;3199851683;Medellín;Calle 497 # 47-97;2029-08-24 00:00:00;M;;3384943;1000
499;Nombre_498;Apellido_18;86;user498@mail.com;3199550219;Bogotá;Calle 498 # 48-98;1964-09-20 00:00:00;F;???;26358595;-50
500;Nombre_499;Apellido_19;45;user499@mail.com;3155710197;Cartagena;Calle 499 # 49-99;1982-12-03 00:00:00;X;;-1261795;1000
501;Nombre_500;Apellido_20;84;user500@mail.com;3167957717;Cartagena;Calle 500 # 0-0;1990-02-20 00:00:00;M;???;5554563;850
501;Nombre_500;Apellido_20;104;user500@mail.com;3167957717;Cartagena;Calle 501 # 1-1;1963-08-02 00:00:00;;Soltero;5554563;200
503;Nombre_502;Apellido_22;71;user502@mail.com;3163807608;Bogotá;Calle 502 # 2-2;1985-03-04 00:00:00;;Soltero;9937181;1000
504;Nombre_503;Apellido_23;72;user503@mail.com;3173884194;Medellín;Calle 503 # 3-3;2024-10-27 00:00:00;F;Casado;9671745;850
505;;Apellido_24;97;email_mal_formado;3115975754;Cali;Calle 504 # 4-4;1994-03-26 00:00:00;F;???;28907281;850
506;Nombre_505;Apellido_25;111;user505@mail.com;3160616751;Medellín;Calle 505 # 5-5;2031-07-13 00:00:00;;Soltero;29712857;850
507;Nombre_506;Apellido_26;38;user506@mail.com;;Cali;Calle 506 # 6-6;1951-04-09 00:00:00;;;15305900;
508;Nombre_507;Apellido_27;83;user507@mail.com;3118093610;Bogotá;###;1946-03-30 00:00:00;F;;10920997;850
509;Nombre_508;Apellido_28;91;user508@mail.com;3156615947;Cartagena;Calle 508 # 8-8;2012-02-06 00:00:00;X;???;-1343343;850
510;Nombre_509;Apellido_29;76;user509@mail.com;3125107118;;Calle 509 # 9-9;2006-07-10 00:00:00;X;;825896;850
511;Nombre_510;Apellido_30;;user510@mail.com;3157039388;Bogotá;Calle 510 # 10-10;1939-08-01 00:00:00;M;???;15275064;0
511;Nombre_510;Apellido_30;96;user510@mail.com;3157039388;Bogotá;Calle 511 # 11-11;2030-08-28 00:00:00;;;15275064;1000
513;Nombre_512;Apellido_32;86;user512@mail.com;3150180663;Medellín;Calle 512 # 12-12;1943-03-25 00:00:00;;Casado;25839370;1000
514;Nombre_513;Apellido_33;113;email_mal_formado;3170236331;Cartagena;Calle 513 # 13-13;1943-05-11 00:00:00;M;???;15929263;
515;Nombre_514;Apellido_34;137;user514@mail.com;3118853051;Cartagena;Calle 514 # 14-14;1987-09-21 00:00:00;;???;14763122;1000
516;Nombre_515;Apellido_35;76;user515@mail.com;3116161056;;Calle 515 # 15-15;1972-04-01 00:00:00;M;Soltero;22314786;200
517;;Apellido_36;131;user516@mail.com;3171619933;Cali;Calle 516 # 16-16;2019-06-17 00:00:00;M;Soltero;25260520;200
518;Nombre_517;Apellido_37;141;user517@mail.com;;Bogotá;Calle 517 # 17-17;1945-06-26 00:00:00;M;Casado;25227780;1000
519;Nombre_518;Apellido_38;31;user518@mail.com;3195352860;Cali;Calle 518 # 18-18;1956-01-05 00:00:00;X;Soltero;17040470;200
520;Nombre_519;Apellido_39;5;user519@mail.com;3158096101;Bogotá;Calle 519 # 19-19;2028-10-29 00:00:00;X;;21655851;0
521;Nombre_520;Apellido_40;34;user520@mail.com;3192884146;;###;1926-05-30 00:00:00;;;25658717;0
521;Nombre_520;Apellido_40;119;user520@mail.com;3192884146;;Calle 521 # 21-21;2006-05-19 00:00:00;M;Casado;25658717;0
523;Nombre_522;Apellido_42;33;email_mal_formado;3174020339;Bogotá;Calle 522 # 22-22;1980-04-29 00:00:00;F;???;19115939;200
524;Nombre_523;Apellido_43;141;user523@mail.com;3130308349;Cartagena;Calle 523 # 23-23;1970-09-10 00:00:00;F;Casado;19707277;200
525;Nombre_524;Apellido_44;117;user524@mail.com;3132357358;;Calle 524 # 24-24;1961-11-02 00:00:00;M;;4051623;0
526;Nombre_525;Apellido_45;-14;user525@mail.com;3189915559;;Calle 525 # 25-25;1926-04-26 00:00:00;X;???;20003920;200
527;Nombre_526;Apellido_46;78;user526@mail.com;3174639103;Cartagena;Calle 526 # 26-26;1960-01-13 00:00:00;X;;9638651;200
528;Nombre_527;Apellido_47;;user527@mail.com;3197179495;;Calle 527 # 27-27;2012-10-26 00:00:00;M;Casado;19046195;850
529;;Apellido_48;71;user528@mail.com;;Cali;Calle 528 # 28-28;1985-05-24 00:00:00;M;Casado;13836538;-50
530;Nombre_529;Apellido_49;67;user529@mail.com;3127259410;Cali;Calle 529 # 29-29;2002-10-08 00:00:00;;Casado;463890;1000
531;Nombre_530;Apellido_50;95;user530@mail.com;3187404012;Cali;Calle 530 # 30-30;1944-09-03 00:00:00;X;Casado;2955149;850
531;Nombre_530;Apellido_50;-4;user530@mail.com;3187404012;Cali;Calle 531 # 31-31;1923-02-05 00:00:00;X;Soltero;2955149;200
533;Nombre_532;Apellido_52;113;user532@mail.com;3172082021;Cali;Calle 532 # 32-32;1936-06-07 00:00:00;M;Soltero;17729606;
534;Nombre_533;Apellido_53;3;user533@mail.com;3181874950;Cartagena;###;2011-11-07 00:00:00;M;Soltero;17327024;200
535;Nombre_534;Apellido_54;56;user534@mail.com;3169347123;Cartagena;Calle 534 # 34-34;1939-07-25 00:00:00;F;;25916054;
536;Nombre_535;Apellido_55;117;user535@mail.com;3162347936;;Calle 535 # 35-35;1977-11-09 00:00:00;M;???;1764854;200
537;Nombre_536;Apellido_56;121;user536@mail.com;3193399412;Cali;Calle 536 # 36-36;1951-01-24 00:00:00;X;Casado;13405376;-50
538;Nombre_537;Apellido_57;45;user537@mail.com;3142264568;Bogotá;Calle 537 # 37-37;1938-07-08 00:00:00;F;???;-644664;0
539;Nombre_538;Apellido_58;-3;user538@mail.com;3132265488;Bogotá;Calle 538 # 38-38;1946-07-01 00:00:00;M;Casado;2542535;850
540;Nombre_539;Apellido_59;63;user539@mail.com;;;Calle 539 # 39-39;1940-10-09 00:00:00;;Casado;25750564;1000
541;;Apellido_60;20;email_mal_formado;3178752182;Bogotá;Calle 540 # 40-40;1970-10-08 00:00:00;X;???;23059149;-50
541;;Apellido_60;1;email_mal_formado;3178752182;Bogotá;Calle 541 # 41-41;1996-08-23 00:00:00;M;;23059149;
543;Nombre_542;Apellido_62;77;user542@mail.com;3197025281;Bogotá;Calle 542 # 42-42;1945-05-15 00:00:00;M;Casado;15424341;200
544;Nombre_543;Apellido_63;-17;user543@mail.com;3143562192;;Calle 543 # 43-43;1975-06-23 00:00:00;M;;22482314;1000
545;Nombre_544;Apellido_64;;user544@mail.com;3170654077;Bogotá;Calle 544 # 44-44;1950-01-29 00:00:00;;???;7703504;1000
546;Nombre_545;Apellido_65;4;user545@mail.com;3197268081;;Calle 545 # 45-45;1933-12-29 00:00:00;;Soltero;23871458;0
547;Nombre_546;Apellido_66;149;user546@mail.com;3131376163;Bogotá;###;1949-08-20 00:00:00;M;Soltero;4030929;
548;Nombre_547;Apellido_67;88;user547@mail.com;3115667659;Bogotá;Calle 547 # 47-47;1982-10-12 00:00:00;F;;14206148;1000
549;Nombre_548;Apellido_68;21;user548@mail.com;3123547176;;Calle 548 # 48-48;1982-03-06 00:00:00;;Soltero;22457545;200
550;Nombre_549;Apellido_69;81;email_mal_formado;3158209682;Bogotá;Calle 549 # 49-49;1998-08-01 00:00:00;F;;27986520;
551;Nombre_550;Apellido_70;46;user550@mail.com;;;Calle 550 # 0-50;1923-11-15 00:00:00;F;Casado;3982077;
551;Nombre_550;Apellido_70;86;user550@mail.com;;;Calle 551 # 1-51;2024-04-20 00:00:00;;;3982077;
553;;Apellido_72;8;user552@mail.com;3178481419;Bogotá;Calle 552 # 2-52;1932-02-19 00:00:00;F;Casado;10174704;
554;Nombre_553;Apellido_73;68;user553@mail.com;3145986522;Bogotá;Calle 553 # 3-53;2002-06-29 00:00:00;M;???;2201034;0
555;Nombre_554;Apellido_74;98;user554@mail.com;3122473290;;Calle 554 # 4-54;1941-09-04 00:00:00;X;Soltero;-1681502;
556;Nombre_555;Apellido_75;82;user555@mail.com;3190703848;Cali;Calle 555 # 5-55;2000-11-27 00:00:00;F;Soltero;28930690;0
557;Nombre_556;Apellido_76;87;user556@mail.com;3183087655;Medellín;Calle 556 # 6-56;1970-02-11 00:00:00;F;Casado;2783672;200
558;Nombre_557;Apellido_77;92;user557@mail.com;3144489863;Bogotá;Calle 557 # 7-57;1961-01-13 00:00:00;;Soltero;16823113;-50
559;Nombre_558;Apellido_78;-11;email_mal_formado;3115587035;;Calle 558 # 8-58;1977-08-10 00:00:00;F;;4160327;850
560;Nombre_559;Apellido_79;22;user559@mail.com;3132987301;Bogotá;###;1976-10-12 00:00:00;F;;17315556;200
561;Nombre_560;Apellido_0;10;user560@mail.com;3175268194;Medellín;Calle 560 # 10-60;2010-12-20 00:00:00;X;Casado;29882565;
561;Nombre_560;Apellido_0;;user560@mail.com;3175268194;Medellín;Calle 561 # 11-61;2005-10-11 00:00:00;X;Casado;29882565;200
563;Nombre_562;Apellido_2;18;user562@mail.com;3113468783;;Calle 562 # 12-62;1979-01-11 00:00:00;;???;18726632;-50
564;Nombre_563;Apellido_3;-4;user563@mail.com;3116180443;;Calle 563 # 13-63;1972-12-06 00:00:00;X;Soltero;26257626;
565;;Apellido_4;112;user564@mail.com;3162680551;;Calle 564 # 14-64;1938-08-22 00:00:00;F;Casado;22944438;200
566;Nombre_565;Apellido_5;76;user565@mail.com;3113888671;;Calle 565 # 15-65;1942-07-08 00:00:00;F;Casado;5896455;-50
567;Nombre_566;Apellido_6;116;user566@mail.com;3130269338;Cartagena;Calle 566 # 16-66;1942-04-12 00:00:00;X;Casado;11101472;
568;Nombre_567;Apellido_7;2;email_mal_formado;3111167669;Medellín;Calle 567 # 17-67;2021-10-23 00:00:00;X;;18126106;0
569;Nombre_568;Apellido_8;118;user568@mail.com;3169320607;Cali;Calle 568 # 18-68;2005-06-21 00:00:00;F;Soltero;20461098;200
570;Nombre_569;Apellido_9;96;user569@mail.com;3160906200;Cartagena;Calle 569 # 19-69;1932-09-20 00:00:00;M;Soltero;20787153;0
571;Nombre_570;Apellido_10;141;user570@mail.com;3158592324;Bogotá;Calle 570 # 20-70;2027-05-22 00:00:00;X;???;14133299;
571;Nombre_570;Apellido_10;148;user570@mail.com;3158592324;Bogotá;Calle 571 # 21-71;1929-04-17 00:00:00;X;Soltero;14133299;
573;Nombre_572;Apellido_12;133;user572@mail.com;;Medellín;###;1961-02-27 00:00:00;;Soltero;17633331;850
574;Nombre_573;Apellido_13;61;user573@mail.com;3114788571;Bogotá;Calle 573 # 23-73;1933-12-21 00:00:00;X;Soltero;12335076;200
575;Nombre_574;Apellido_14;29;user574@mail.com;3189452474;Medellín;Calle 574 # 24-74;2015-06-06 00:00:00;M;Casado;24451532;1000
576;Nombre_575;Apellido_15;6;user575@mail.com;3150187531;Medellín;Calle 575 # 25-75;2017-03-30 00:00:00;F;;28695639;0
577;;Apellido_16;-20;email_mal_formado;3116331324;Cartagena;Calle 576 # 26-76;1957-05-29 00:00:00;M;???;20400469;850
578;Nombre_577;Apellido_17;123;user577@mail.com;3173162988;Cali;Calle 577 # 27-77;1923-07-07 00:00:00;X;;17687499;
579;Nombre_578;Apellido_18;;user578@mail.com;3141138730;Cartagena;Calle 578 # 28-78;2013-04-27 00:00:00;;Soltero;13442040;0
580;Nombre_579;Apellido_19;119;user579@mail.com;3111010683;Bogotá;Calle 579 # 29-79;1988-04-22 00:00:00;F;;24311495;200
581;Nombre_580;Apellido_20;35;user580@mail.com;3124511293;;Calle 580 # 30-80;1952-08-12 00:00:00;F;;19340673;850
581;Nombre_580;Apellido_20;17;user580@mail.com;3124511293;;Calle 581 # 31-81;2012-04-19 00:00:00;X;Soltero;19340673;850
583;Nombre_582;Apellido_22;79;user582@mail.com;3169701893;Bogotá;Calle 582 # 32-82;1997-11-16 00:00:00;;Casado;22890503;
584;Nombre_583;Apellido_23;-15;user583@mail.com;;;Calle 583 # 33-83;1931-04-27 00:00:00;M;;7440501;200
585;Nombre_584;Apellido_24;-8;user584@mail.com;3179664554;;Calle 584 # 34-84;1986-05-12 00:00:00;;Soltero;14935526;-50
586;Nombre_585;Apellido_25;-19;email_mal_formado;3119050351;Cartagena;###;1943-08-02 00:00:00;;;25807104;850
587;Nombre_586;Apellido_26;95;user586@mail.com;3111858608;Cartagena;Calle 586 # 36-86;2022-07-23 00:00:00;F;???;22701361;850
588;Nombre_587;Apellido_27;128;user587@mail.com;3145803100;Bogotá;Calle 587 # 37-87;1938-12-16 00:00:00;;Casado;3237699;0
589;;Apellido_28;53;user588@mail.com;3168207081;Cali;Calle 588 # 38-88;2018-12-09 00:00:00;F;Soltero;17954795;-50
590;Nombre_589;Apellido_29;57;user589@mail.com;3125465622;;Calle 589 # 39-89;1991-04-22 00:00:00;X;???;6266600;
591;Nombre_590;Apellido_30;4;user590@mail.com;3185829494;Bogotá;Calle 590 # 40-90;1930-02-18 00:00:00;M;???;12007199;0
591;Nombre_590;Apellido_30;125;user590@mail.com;3185829494;Bogotá;Calle 591 # 41-91;2008-01-22 00:00:00;M;Casado;12007199;200
593;Nombre_592;Apellido_32;-10;user592@mail.com;3188394229;;Calle 592 # 42-92;1925-04-06 00:00:00;M;Casado;15610271;1000
594;Nombre_593;Apellido_33;103;user593@mail.com;3146226985;Medellín;Calle 593 # 43-93;2013-02-08 00:00:00;F;Casado;-1960345;
595;Nombre_594;Apellido_34;120;email_mal_formado;;;Calle 594 # 44-94;1999-10-20 00:00:00;;Casado;5032081;0
596;Nombre_595;Apellido_35;;user595@mail.com;3172075436;Bogotá;Calle 595 # 45-95;1942-06-04 00:00:00;M;Soltero;12433974;
597;Nombre_596;Apellido_36;94;user596@mail.com;3150033046;Medellín;Calle 596 # 46-96;1924-02-12 00:00:00;M;Soltero;3279620;0
598;Nombre_597;Apellido_37;91;user597@mail.com;3118847297;Cartagena;Calle 597 # 47-97;1997-09-25 00:00:00;X;Casado;2988325;850
599;Nombre_598;Apellido_38;106;user598@mail.com;3128174206;Medellín;###;1984-07-20 00:00:00;F;Casado;11217284;0
600;Nombre_599;Apellido_39;52;user599@mail.com;3188279630;;Calle 599 # 49-99;2006-10-08 00:00:00;F;???;14297524;
601;;Apellido_40;76;user600@mail.com;3196432248;Cartagena;Calle 600 # 0-0;1924-02-26 00:00:00;F;;17986457;200
601;;Apellido_40;56;user600@mail.com;3196432248;Cartagena;Calle 601 # 1-1;1987-02-24 00:00:00;M;;17986457;0
603;Nombre_602;Apellido_42;145;user602@mail.com;3149690966;;Calle 602 # 2-2;2011-12-12 00:00:00;M;Casado;28468985;-50
604;Nombre_603;Apellido_43;83;email_mal_formado;3111455854;Medellín;Calle 603 # 3-3;1958-11-11 00:00:00;F;;14915552;-50
