ID,Nombre,Edad,Email,Telefono,Ciudad,Ingresos,Estado
294,Nombre_44,124,correo_malo,300294,,17245715,Inactivo
45,Nombre_45,93,user5@mail.com,XXX,,8654590,???
147,Nombre_47,-8,correo_malo,300147,Bogotá,6720827,???
151,Nombre_1,69,user31@mail.com,300151,Cali,1830132,Inactivo
238,Nombre_38,38,correo_malo,300238,Bogotá,6875425,Inactivo
48,Nombre_48,67,user8@mail.com,30048,,7143549,Activo
58,Nombre_8,114,user18@mail.com,30058,Medellín,13971592,Activo
282,Nombre_32,37,user2@mail.com,300282,Bogotá,6260129,Activo
192,Nombre_42,9,user32@mail.com,300192,Bogotá,16921981,Inactivo
67,Nombre_17,49,user27@mail.com,30067,,12246692,Inactivo
16,Nombre_16,44,user16@mail.com,30016,Cali,9835075,Activo
148,Nombre_48,78,user28@mail.com,300148,Bogotá,2110696,Activo
266,Nombre_16,-6,correo_malo,300266,Cali,7433353,Activo
232,Nombre_32,78,user32@mail.com,300232,,15471734,Inactivo
233,Nombre_33,42,user33@mail.com,300233,Bogotá,-157601,Inactivo
194,Nombre_44,41,user34@mail.com,300194,Cali,7072604,???
228,Nombre_28,9,user28@mail.com,300228,Medellín,16493680,???
34,Nombre_34,115,user34@mail.com,30034,,18234694,Inactivo
79,Nombre_29,-14,user39@mail.com,30079,,15683215,Inactivo
232,Nombre_32,94,user32@mail.com,300232,Medellín,3408687,Inactivo
66,Nombre_16,117,user26@mail.com,30066,,9414885,???
273,Nombre_23,95,correo_malo,300273,Bogotá,16477455,Inactivo
145,Nombre_45,87,user25@mail.com,XXX,Bogotá,-13206,Inactivo
40,Nombre_40,98,user0@mail.com,XXX,Cali,14582133,Activo
259,Nombre_9,59,correo_malo,300259,Medellín,5536506,Activo
87,Nombre_37,97,user7@mail.com,30087,,8286560,Inactivo
63,Nombre_13,29,correo_malo,30063,Bogotá,5096453,Activo
67,Nombre_17,84,user27@mail.com,30067,Bogotá,1904331,???
90,Nombre_40,-2,user10@mail.com,XXX,,18759077,???
187,Nombre_37,50,user27@mail.com,300187,Bogotá,14868638,???
241,Nombre_41,5,user1@mail.com,300241,,16276913,Activo
41,Nombre_41,15,user1@mail.com,30041,Bogotá,7987477,Activo
287,Nombre_37,20,correo_malo,300287,,17290874,Inactivo
240,Nombre_40,94,user0@mail.com,XXX,Cali,6240702,Activo
35,Nombre_35,-14,correo_malo,XXX,Bogotá,4882187,???
84,Nombre_34,29,correo_malo,30084,,2458625,Inactivo
50,Nombre_0,40,user10@mail.com,XXX,Medellín,-960684,???
109,Nombre_9,83,user29@mail.com,300109,,659214,Activo
211,Nombre_11,109,user11@mail.com,300211,Cali,11122817,Activo
153,Nombre_3,45,user33@mail.com,300153,Bogotá,19841019,???
204,Nombre_4,92,user4@mail.com,300204,,15833915,???
276,Nombre_26,9,user36@mail.com,300276,Medellín,4641584,Inactivo
275,Nombre_25,46,user35@mail.com,XXX,,8002824,Inactivo
283,Nombre_33,21,user3@mail.com,300283,Bogotá,1106237,???
158,Nombre_8,75,user38@mail.com,300158,Cali,1598457,Inactivo
35,Nombre_35,117,correo_malo,XXX,Cali,1207825,???
211,Nombre_11,111,user11@mail.com,300211,Bogotá,8520314,Activo
182,Nombre_32,0,correo_malo,300182,Cali,4587851,Inactivo
132,Nombre_32,113,user12@mail.com,300132,Medellín,12303401,???
41,Nombre_41,42,user1@mail.com,30041,Bogotá,6661041,???
237,Nombre_37,90,user37@mail.com,300237,Cali,5698289,???
244,Nombre_44,86,user4@mail.com,300244,,19388732,Inactivo
28,Nombre_28,32,correo_malo,30028,,19998187,Activo
189,Nombre_39,108,correo_malo,300189,Medellín,-302337,Activo
103,Nombre_3,83,user23@mail.com,300103,Cali,18737494,Activo
152,Nombre_2,36,user32@mail.com,300152,Medellín,12074486,Inactivo
293,Nombre_43,69,user13@mail.com,300293,Medellín,18770749,???
77,Nombre_27,28,correo_malo,30077,Medellín,8297254,Inactivo
147,Nombre_47,15,correo_malo,300147,Medellín,14659059,Inactivo
233,Nombre_33,53,user33@mail.com,300233,Bogotá,11018380,Inactivo
267,Nombre_17,-9,user27@mail.com,300267,Medellín,16704097,???
221,Nombre_21,-9,user21@mail.com,300221,Bogotá,6395684,???
100,Nombre_0,102,user20@mail.com,XXX,,940312,???
122,Nombre_22,18,user2@mail.com,300122,Medellín,13192181,Activo
293,Nombre_43,81,user13@mail.com,300293,Medellín,247436,Activo
289,Nombre_39,81,user9@mail.com,300289,,6249548,Activo
44,Nombre_44,106,user4@mail.com,30044,Medellín,6811441,Inactivo
17,Nombre_17,115,user17@mail.com,30017,Cali,10135409,Activo
201,Nombre_1,41,user1@mail.com,300201,,1011136,???
253,Nombre_3,-1,user13@mail.com,300253,,3940308,Activo
116,Nombre_16,116,user36@mail.com,300116,,12548134,???
61,Nombre_11,81,user21@mail.com,30061,,17048598,Activo
24,Nombre_24,92,user24@mail.com,30024,,15178811,Activo
123,Nombre_23,10,user3@mail.com,300123,,16879207,???
51,Nombre_1,47,user11@mail.com,30051,,19447876,???
160,Nombre_10,19,user0@mail.com,XXX,,4736849,???
259,Nombre_9,30,correo_malo,300259,,4518730,???
295,Nombre_45,32,user15@mail.com,XXX,Medellín,1721945,Activo
147,Nombre_47,113,correo_malo,300147,Bogotá,13250963,???
175,Nombre_25,61,correo_malo,XXX,Medellín,15327700,???
282,Nombre_32,51,user2@mail.com,300282,Medellín,16918636,Activo
292,Nombre_42,125,user12@mail.com,300292,Bogotá,4442950,Inactivo
207,Nombre_7,66,user7@mail.com,300207,,2265110,???
113,Nombre_13,86,user33@mail.com,300113,,-544188,Inactivo
210,Nombre_10,98,correo_malo,XXX,Bogotá,807145,???
172,Nombre_22,30,user12@mail.com,300172,,3516173,Activo
113,Nombre_13,-1,user33@mail.com,300113,Cali,17267801,???
214,Nombre_14,128,user14@mail.com,300214,Cali,4917971,???
221,Nombre_21,65,user21@mail.com,300221,Bogotá,10844558,???
293,Nombre_43,22,user13@mail.com,300293,Cali,13996295,Activo
129,Nombre_29,2,user9@mail.com,300129,Bogotá,13344396,Activo
151,Nombre_1,53,user31@mail.com,300151,Medellín,11218737,Inactivo
106,Nombre_6,14,user26@mail.com,300106,Bogotá,17892247,???
246,Nombre_46,107,user6@mail.com,300246,Bogotá,13192857,Inactivo
17,Nombre_17,85,user17@mail.com,30017,,349096,Activo
176,Nombre_26,125,user16@mail.com,300176,Cali,11966253,Inactivo
75,Nombre_25,-6,user35@mail.com,XXX,Medellín,11157113,???
64,Nombre_14,0,user24@mail.com,30064,Bogotá,11484659,???
235,Nombre_35,83,user35@mail.com,XXX,,12652629,Activo
213,Nombre_13,33,user13@mail.com,300213,Cali,17199424,Inactivo
206,Nombre_6,-11,user6@mail.com,300206,Bogotá,7104709,Activo
119,Nombre_19,5,correo_malo,300119,Medellín,12297910,Inactivo
154,Nombre_4,91,correo_malo,300154,,19494081,Activo
223,Nombre_23,79,user23@mail.com,300223,Cali,3052424,Activo
135,Nombre_35,-13,user15@mail.com,XXX,,13372471,Inactivo
82,Nombre_32,120,user2@mail.com,30082,,18707238,Inactivo
244,Nombre_44,126,user4@mail.com,300244,Bogotá,8065034,Activo
144,Nombre_44,128,user24@mail.com,300144,,9159445,???
187,Nombre_37,24,user27@mail.com,300187,Bogotá,11324364,???
202,Nombre_2,6,user2@mail.com,300202,Medellín,9578661,Inactivo
106,Nombre_6,-14,user26@mail.com,300106,,8100066,???
288,Nombre_38,12,user8@mail.com,300288,Bogotá,5333931,Activo
146,Nombre_46,96,user26@mail.com,300146,,9772352,Inactivo
158,Nombre_8,6,user38@mail.com,300158,,17949759,???
249,Nombre_49,37,user9@mail.com,300249,Medellín,-411739,???
149,Nombre_49,27,user29@mail.com,300149,Bogotá,1394974,???
300,Nombre_0,56,user20@mail.com,XXX,,6865299,Activo
115,Nombre_15,-9,user35@mail.com,XXX,Bogotá,18442308,Activo
5,Nombre_5,24,user5@mail.com,XXX,Cali,2024905,Activo
77,Nombre_27,31,correo_malo,30077,Cali,15159869,Inactivo
265,Nombre_15,112,user25@mail.com,XXX,,17394758,???
110,Nombre_10,7,user30@mail.com,XXX,,17664647,???
24,Nombre_24,-13,user24@mail.com,30024,,-694445,Activo
26,Nombre_26,87,user26@mail.com,30026,Medellín,909524,???
255,Nombre_5,126,user15@mail.com,XXX,,260918,Inactivo
271,Nombre_21,12,user31@mail.com,300271,,1004831,???
164,Nombre_14,8,user4@mail.com,300164,Bogotá,-431481,Inactivo
269,Nombre_19,33,user29@mail.com,300269,Medellín,2882149,Activo
217,Nombre_17,75,correo_malo,300217,Medellín,7373144,Inactivo
117,Nombre_17,127,user37@mail.com,300117,,5279879,Inactivo
261,Nombre_11,70,user21@mail.com,300261,,10792525,???
181,Nombre_31,70,user21@mail.com,300181,,1633848,???
130,Nombre_30,14,user10@mail.com,XXX,,9267431,Activo
71,Nombre_21,4,user31@mail.com,30071,Bogotá,6290352,Activo
36,Nombre_36,65,user36@mail.com,30036,Medellín,14048066,???
60,Nombre_10,6,user20@mail.com,XXX,,-414803,Activo
165,Nombre_15,112,user5@mail.com,XXX,Bogotá,15275755,Activo
229,Nombre_29,45,user29@mail.com,300229,,-891401,Activo
187,Nombre_37,113,user27@mail.com,300187,Cali,16762390,Inactivo
75,Nombre_25,113,user35@mail.com,XXX,Cali,8114923,Inactivo
128,Nombre_28,68,user8@mail.com,300128,Bogotá,16693227,???
6,Nombre_6,117,user6@mail.com,3006,Bogotá,3288130,Inactivo
231,Nombre_31,63,correo_malo,300231,Cali,15303477,???
45,Nombre_45,34,user5@mail.com,XXX,,-995679,Inactivo
39,Nombre_39,70,user39@mail.com,30039,Medellín,10487233,Inactivo
144,Nombre_44,46,user24@mail.com,300144,Bogotá,8837987,???
241,Nombre_41,104,user1@mail.com,300241,,5934431,???
178,Nombre_28,42,user18@mail.com,300178,,1192548,Inactivo
14,Nombre_14,24,correo_malo,30014,Medellín,9941733,Activo
157,Nombre_7,125,user37@mail.com,300157,Cali,10607921,Activo
25,Nombre_25,15,user25@mail.com,XXX,,18705069,Activo
62,Nombre_12,102,user22@mail.com,30062,Bogotá,-515601,Activo
54,Nombre_4,-15,user14@mail.com,30054,Cali,690100,???
178,Nombre_28,54,user18@mail.com,300178,Medellín,13783007,Activo
52,Nombre_2,-15,user12@mail.com,30052,,18022166,???
62,Nombre_12,92,user22@mail.com,30062,Medellín,-839735,Inactivo
64,Nombre_14,-11,user24@mail.com,30064,Medellín,17791225,???
94,Nombre_44,59,user14@mail.com,30094,,12934523,???
188,Nombre_38,69,user28@mail.com,300188,Medellín,14284262,Inactivo
82,Nombre_32,95,user2@mail.com,30082,,19799786,Activo
237,Nombre_37,35,user37@mail.com,300237,Medellín,6681271,Inactivo
204,Nombre_4,83,user4@mail.com,300204,,16464818,Activo
257,Nombre_7,95,user17@mail.com,300257,Bogotá,12247022,Inactivo
46,Nombre_46,128,user6@mail.com,30046,Medellín,16727462,Activo
223,Nombre_23,59,user23@mail.com,300223,Cali,9812767,Activo
232,Nombre_32,48,user32@mail.com,300232,,8420100,Inactivo
253,Nombre_3,45,user13@mail.com,300253,Medellín,6704603,Inactivo
74,Nombre_24,5,user34@mail.com,30074,Medellín,9709025,???
